Year,Month,Day,Average_Rainfall_mm,Average_Temperature_C,Average_Humidity_%,Average_Wind_Speed_kmh,Precipitation_Hours_h,Sunrise_Time,Sunset_Time,Daylight_Duration_s,Hydroelectric_Production_GWh,Solar_Production_GWh,Coal_Production_GWh,Fuel_Production_GWh
2015,April,1,19.996527529698362,26.10758048718111,84.99652752969837,13.9974535217788,11.997916517819016,06:33,18:23,43109.83749811549,19.997685019798908,0.5053790243590556,7.107580487181111,8.129096584617333
2015,April,2,19.99986109604285,26.021517691481222,84.99986109604285,13.999898137098091,11.99991665762571,6:33 AM,6:23 PM,43111.675083032154,19.999907397361902,0.501075884574061,7.021517691481222,8.025821229777465
2015,April,3,19.99874987982107,25.935448519624956,84.99874987982106,13.999083245202117,11.999249927892642,06:33,18:23,43113.496986684535,19.99916658654738,0.4967724259812478,6.935448519624956,7.922538223549947
2015,April,4,,,,,,6:33 AM,6:23 PM,43115.30307410279,,,,
2015,April,5,19.983195733775503,25.76339305838784,84.9831957337755,13.98767687143537,11.989917440265302,06:33,18:23,43117.09321148878,19.988797155850335,0.488169652919392,6.763393058387841,7.716071670065409
2015,April,6,19.968757412980885,25.67745775275342,84.96875741298088,13.977088769519314,11.981254447788531,6:33 AM,6:23 PM,43118.86726622595,19.97917160865392,0.48387288763767095,6.677457752753419,7.612949303304102
2015,April,7,,,,,,06:33,18:23,43120.625106889194,,,,
2015,April,7,,,,,,06:33,18:23,43120.625106889194,,,,
2015,April,8,19.926579666510463,25.505899306335643,84.92657966651046,13.946158422107674,11.955947799906278,6:33 AM,6:23 PM,43122.36660325458,19.951053111006978,0.47529496531678217,6.5058993063356425,7.407079167602771
2015,April,9,19.898852739011215,25.420327002022496,84.89885273901122,13.925825341941557,11.939311643406729,06:33,18:23,43124.09162630897,19.932568492674143,0.4710163501011249,6.420327002022498,7.3043924024269975
2015,April,10,,,,,,6:33 AM,6:23 PM,43125.8000482596,,,,
2015,April,11,19.830163853485107,25.24972300827674,84.8301638534851,13.875453492555746,11.898098312091063,06:33,18:23,43127.49174254357,19.886775902323407,0.46248615041383684,6.249723008276737,7.099667609932085
2015,April,12,19.789222249457456,25.164741872489405,84.78922224945745,13.845429649602135,11.873533349674473,6:33 AM,6:23 PM,43129.16658383716,19.859481499638306,0.4582370936244702,6.164741872489404,6.997690246987284
2015,April,13,19.743898279699735,25.0800082417116,84.74389827969974,13.812192071779805,11.846338967819841,06:33,18:23,43130.824448065185,19.829265519799822,0.45400041208558,6.0800082417115995,6.89600989005392
2015,April,14,19.69420537468235,24.995547224346826,84.69420537468235,13.77575060810039,11.81652322480941,6:33 AM,6:23 PM,43132.46521241011,19.7961369164549,0.44977736121734124,5.995547224346825,6.79465666921619
2015,April,15,19.640158259485524,24.91138384801734,84.64015825948553,13.736116056956051,11.784094955691314,06:33,18:23,43134.08875532123,19.760105506323683,0.44556919240086706,5.911383848017341,6.693660617620809
2015,April,16,19.58177294943592,24.827543052147952,84.58177294943592,13.693300162919675,11.749063769661552,6:33 AM,6:23 PM,43135.694956523614,19.721181966290615,0.4413771526073975,5.82754305214795,6.59305166257754
2015,April,17,19.519066745360963,24.744049680575902,84.51906674536096,13.647315613264706,11.711440047216577,06:33,18:23,43137.28369702704,19.67937783024064,0.43720248402879514,5.744049680575904,6.492859616691084
2015,April,18,19.45205822846223,24.660928474189127,84.45205822846223,13.598176034205636,11.671234937077339,6:33 AM,6:23 PM,43138.854859134786,19.63470548564149,0.43304642370945645,5.660928474189129,6.393114169026955
2015,April,19,19.38076725480945,24.57820406359498,84.38076725480944,13.54589598686026,11.62846035288567,06:34,18:22,43140.4083264524,19.587178169872963,0.42891020317974915,5.578204063594983,6.29384487631398
2015,April,20,65.21211214797688,39.697494707820944,,,,6:34 AM,6:22 PM,95488.50970305306,,-2.0 GWh,,
2015,April,20,65.21211214797688,39.697494707820944,,,,6:34 AM,6:22 PM,95488.50970305306,,-2.0 GWh,,
2015,April,21,19.225423700182574,24.41404355705447,84.22542370018257,13.431977380133887,11.535254220109545,06:34,18:22,43143.46171770221,19.483615800121715,0.42070217785272346,5.41404355705447,6.096852268465364
2015,April,22,19.141417150856313,24.332656105409065,84.14141715085631,13.370372577294628,11.484850290513787,6:34 AM,6:22 PM,43144.961415433776,19.427611433904207,0.4166328052704533,5.332656105409066,5.999187326490879
2015,April,23,19.053220194431475,24.25176272374386,84.05322019443147,13.305694809249747,11.431932116658885,06:34,18:22,43146.442965990725,19.368813462954314,0.4125881361871929,5.251762723743858,5.902115268492629
2015,April,24,18.96085896556969,24.171387382513654,83.96085896556968,13.237963241417773,11.376515379341814,6:34 AM,6:22 PM,43147.90625961717,19.307239310379792,0.40856936912568276,5.171387382513656,5.805664859016386
2015,April,25,18.8643608328964,24.091553898666707,83.8643608328964,13.167197944124027,11.31861649973784,06:34,18:22,43149.35118790974,19.242907221930935,0.4045776949333353,5.091553898666706,5.709864678400047
2015,April,26,18.763754390890906,24.01228592858722,83.76375439089091,13.093419886653331,11.258252634534543,6:34 AM,6:22 PM,43150.77764382559,19.175836260593936,0.400614296429361,5.01228592858722,5.614743114304664
2015,April,27,18.659069451413245,23.93360696108548,83.65906945141325,13.016650931036379,11.195441670847947,06:34,18:22,43152.18552169034,19.10604630094216,0.39668034805427393,4.933606961085479,5.520328353302575
2015,April,28,18.550337034870267,23.855540310437583,83.55033703487027,12.93691382557153,11.13020222092216,6:34 AM,6:22 PM,43153.57471720592,19.033558023246847,0.39277701552187916,4.855540310437583,5.426648372525099
2015,April,29,18.437589361023633,23.778109109476933,83.43758936102364,12.854232198083999,11.06255361661418,06:34,18:22,43154.94512745826,18.95839290734909,0.3889054554738467,4.778109109476934,5.333730931372321
2015,April,30,18.3208598394424,23.70133630273948,83.32085983944239,12.768630548924426,10.992515903665439,6:34 AM,6:22 PM,43156.296650924945,18.88057322629493,0.385066815136974,4.70133630273948,5.241603563287376
2015,August,1,-2.294090606630353,21.630964481944595,62.705909393369645,-2.3489997781955925,-1.3764543639782116,06:34,18:18,43190.38133490722,5.137272928913098,0.2815482240972298,2.6309644819445968,2.757157378333516
2015,August,2,-2.518627201686633,21.673463728183968,62.481372798313366,-2.5136599479035313,-1.5111763210119797,6:34 AM,6:18 PM,43189.721981296454,4.987581865542245,0.2836731864091985,2.67346372818397,2.8081564738207634
2015,August,3,,,,,,06:34,18:18,43189.041164569244,,,,
2015,August,4,-2.960950722428997,21.762295385535843,62.039049277571,-2.838030529781265,-1.7765704334573982,6:34 AM,6:18 PM,43188.33893516169,4.692699518380668,0.2881147692767922,2.762295385535844,2.914754462643012
2015,August,5,-3.178606578109761,21.80860147391113,61.821393421890235,-2.997644823947158,-1.9071639468658566,06:34,18:18,43187.61534509619,4.547595614593493,0.2904300736955564,2.8086014739111276,2.9703217686933527
2015,August,6,-3.393838936152644,21.85614956412748,61.60616106384735,-3.1554818865119385,-2.036303361691586,6:34 AM,6:18 PM,43186.87044797757,4.404107375898238,0.292807478206374,2.85614956412748,3.0273794769529765
2015,August,7,-3.606584018564865,21.9049255666596,61.39341598143513,-3.311494946947568,-2.1639504111389187,06:34,18:18,43186.104298989136,4.262277320956756,0.29524627833297995,2.904925566659599,3.0859106799915192
2015,August,8,-3.8167787843871004,21.954915028125264,61.1832212156129,-3.465637775217207,-2.2900672706322602,6:34 AM,6:18 PM,43185.31695488855,4.122147477075266,0.2977457514062632,2.9549150281252636,3.145898033750317
2015,August,9,,,,,,06:34,18:18,43184.508474003655,,,,
2015,August,10,-4.229268999449916,22.05847472084737,60.770731000550086,-3.7681305995966055,-2.5375613996699493,6:34 AM,6:18 PM,43183.67891622814,3.8471540003667224,0.30292373604236866,3.0584747208473733,3.270169665016848
2015,August,11,,,,,,06:34,18:18,43182.82834301713,,,,
2015,August,12,-4.630820698548455,22.166705903499203,60.369179301451545,-4.0626018456022,-2.7784924191290727,6:34 AM,6:18 PM,43181.95681738257,3.579452867634364,0.30833529517496017,3.166705903499204,3.400047084199045
2015,August,13,-4.8273453581362755,22.2225334296366,60.17265464186372,-4.206719929299935,-2.8964072148817652,06:34,18:18,43181.06440388863,3.448436427909149,0.31112667148182993,3.222533429636598,3.4670401155639174
2015,August,14,-5.020957963202999,22.279480300643197,59.979042036797,-4.348702506348866,-3.0125747779217993,6:34 AM,6:18 PM,43180.15116864688,3.3193613578646675,0.3139740150321598,3.279480300643196,3.535376360771835
2015,August,15,-5.211601142155239,22.337529641932104,59.78839885784476,-4.488507504247175,-3.126960685293143,06:34,18:18,43179.217179311396,3.1922659052298403,0.31687648209660524,3.3375296419321043,3.605035570318525
2015,August,16,,,,,,6:34 AM,6:18 PM,43178.26250507376,,,,
